Measurement ID;3740
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00010
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
6/9/2017 3:11:06 PM;51;EIS;54:31:37.995;00:02:33.881;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.62066;34.76223;-7.18718;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04156;0.29342;35.49744;-11.68145;-10.00000;-10.00000;-7.92420;
6/9/2017 3:11:18 PM;51;EIS;54:31:49.620;00:02:45.506;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.61792;36.14520;-7.96922;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04204;0.28153;37.01329;-12.43355;-10.00000;-10.00000;-7.91299;
6/9/2017 3:11:30 PM;51;EIS;54:32:01.607;00:02:57.493;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.60923;37.67169;-8.75382;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04464;0.27011;38.67539;-13.08174;-10.00000;-10.00000;-7.91299;
6/9/2017 3:11:41 PM;51;EIS;54:32:13.117;00:03:09.003;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.61060;39.32346;-9.54400;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04639;0.25859;40.46508;-13.64219;-10.00000;-10.00000;-7.91299;
6/9/2017 3:11:53 PM;51;EIS;54:32:24.934;00:03:20.820;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.61541;41.08977;-10.35718;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04764;0.24723;42.37500;-14.14740;-10.00000;-10.00000;-7.92420;
6/9/2017 3:12:04 PM;51;EIS;54:32:36.254;00:03:32.140;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.61071;43.00087;-11.20702;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04862;0.23598;44.43729;-14.60766;-10.00000;-10.00000;-7.91299;
6/9/2017 3:12:16 PM;51;EIS;54:32:47.961;00:03:43.847;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.61568;45.04040;-12.10239;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04921;0.22497;46.63803;-15.04017;-10.00000;-10.00000;-7.91299;
6/9/2017 3:12:28 PM;51;EIS;54:32:59.970;00:03:55.856;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.60061;47.23088;-13.05266;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04921;0.21434;49.00131;-15.44860;-10.00000;-10.00000;-7.91299;
6/9/2017 3:12:40 PM;51;EIS;54:33:11.597;00:04:07.483;5;1;Pan_5pulse_EIS_0dC;3.60879;0.00000;-1.45002;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.61720;49.60978;-14.07090;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05300;0.20420;51.56666;-15.83501;-10.00000;-10.00000;-7.91299;
6/9/2017 3:12:51 PM;51;EIS;54:33:23.472;00:04:19.358;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.60688;52.19154;-15.15994;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05371;0.19388;54.34869;-16.19686;-10.00000;-10.00000;-7.91299;
6/9/2017 3:13:03 PM;51;EIS;54:33:34.926;00:04:30.812;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.61098;54.94531;-16.28183;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05461;0.18403;57.30694;-16.50603;-10.00000;-10.00000;-7.91299;
6/9/2017 3:13:15 PM;51;EIS;54:33:46.751;00:04:42.637;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.61818;57.92802;-17.47488;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05607;0.17454;60.50642;-16.78675;-10.00000;-10.00000;-7.91299;
6/9/2017 3:13:27 PM;51;EIS;54:33:58.943;00:04:54.829;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.61109;61.03770;-18.69056;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05461;0.16521;63.83525;-17.02529;-10.00000;-10.00000;-7.71125;
6/9/2017 3:13:39 PM;51;EIS;54:34:10.585;00:05:06.471;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.60103;64.32480;-20.00459;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05564;0.15671;67.36366;-17.27535;-10.00000;-10.00000;-7.91299;
6/9/2017 3:13:51 PM;51;EIS;54:34:22.632;00:05:18.518;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.61678;67.85776;-21.49825;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05668;0.14845;71.18182;-17.57890;-10.00000;-10.00000;-7.91299;
6/9/2017 3:14:02 PM;51;EIS;54:34:33.985;00:05:29.871;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.61119;71.62299;-23.22207;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05756;0.14046;75.29354;-17.96407;-10.00000;-10.00000;-7.92420;
6/9/2017 3:14:14 PM;51;EIS;54:34:45.868;00:05:41.754;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.60329;75.76565;-25.17788;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06061;0.13284;79.83958;-18.38230;-10.00000;-10.00000;-7.92420;
6/9/2017 3:14:25 PM;51;EIS;54:34:57.072;00:05:52.958;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.60357;80.56000;-27.32432;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06542;0.12524;85.06781;-18.73589;-10.00000;-10.00000;-7.91299;
6/9/2017 3:14:37 PM;51;EIS;54:35:09.052;00:06:04.938;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.61132;86.17907;-29.35291;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07026;0.11756;91.04079;-18.80903;-10.00000;-10.00000;-7.91299;
6/9/2017 3:14:49 PM;51;EIS;54:35:21.100;00:06:16.986;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.60515;92.65414;-30.85750;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07238;0.10981;97.65743;-18.41980;-10.00000;-10.00000;-7.92420;
6/9/2017 3:15:01 PM;51;EIS;54:35:32.600;00:06:28.486;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.61137;99.55590;-31.33059;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06867;0.10239;104.36946;-17.46897;-10.00000;-10.00000;-7.91299;
6/9/2017 3:15:11 PM;51;EIS;54:35:43.382;00:06:39.268;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.60261;106.25193;-30.48794;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05931;0.09583;110.53953;-16.01031;-10.00000;-10.00000;-7.91299;
6/9/2017 3:15:22 PM;51;EIS;54:35:53.665;00:06:49.551;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.60696;112.47603;-28.48904;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04955;0.09046;116.02794;-14.21351;-10.00000;-10.00000;-7.91299;
6/9/2017 3:15:35 PM;51;EIS;54:36:07.275;00:07:03.161;5;1;Pan_5pulse_EIS_0dC;3.60943;0.00000;-1.45002;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.60843;118.80940;-25.61563;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04757;0.08619;121.53943;-12.16688;-10.00000;-10.00000;-7.91299;
6/9/2017 3:15:53 PM;51;EIS;54:36:25.287;00:07:21.173;5;1;Pan_5pulse_EIS_0dC;3.61008;0.00000;-1.45002;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.61164;123.72839;-22.43534;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03472;0.08229;125.74601;-10.27762;-10.00000;-10.00000;-7.91299;
6/9/2017 3:16:16 PM;51;EIS;54:36:47.957;00:07:43.843;5;1;Pan_5pulse_EIS_0dC;3.61008;0.00000;-1.45002;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.60828;127.52251;-19.43888;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02598;0.07954;128.99559;-8.66716;-10.00000;-10.00000;-7.91299;
6/9/2017 3:16:46 PM;51;EIS;54:37:18.057;00:08:13.943;5;1;Pan_5pulse_EIS_0dC;3.61008;0.00000;-1.45002;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.61177;130.51254;-16.77495;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01956;0.07748;131.58617;-7.32415;-10.00000;-10.00000;-7.91299;
6/9/2017 3:17:25 PM;51;EIS;54:37:57.096;00:08:52.982;5;1;Pan_5pulse_EIS_0dC;3.61008;0.00000;-1.45002;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.60982;132.68518;-14.73260;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01498;0.07603;133.50059;-6.33584;-10.00000;-10.00000;-7.91299;
6/9/2017 3:18:17 PM;51;EIS;54:38:48.954;00:09:44.840;5;1;Pan_5pulse_EIS_0dC;3.61008;0.00000;-1.45002;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.61038;134.54941;-13.27967;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01290;0.07492;135.20315;-5.63669;-10.00000;-10.00000;-7.91299;
6/9/2017 3:19:25 PM;51;EIS;54:39:56.952;00:10:52.838;5;1;Pan_5pulse_EIS_0dC;3.61008;0.00000;-1.45002;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.61129;136.05145;-12.54241;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01012;0.07393;136.62836;-5.26714;-10.00000;-10.00000;-7.92420;
6/9/2017 3:20:55 PM;51;EIS;54:41:27.433;00:12:23.319;5;1;Pan_5pulse_EIS_0dC;3.61072;0.00000;-1.45002;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.61141;137.41709;-12.39443;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01012;0.07321;137.97492;-5.15388;-10.00000;-10.00000;-7.92420;
6/9/2017 3:22:56 PM;51;EIS;54:43:28.106;00:14:23.992;5;1;Pan_5pulse_EIS_0dC;3.61072;0.00000;-1.45002;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.61209;138.60847;-12.84764;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00937;0.07251;139.20262;-5.29562;-10.00000;-10.00000;-7.91299;
6/9/2017 3:25:36 PM;51;EIS;54:46:07.927;00:17:03.813;5;1;Pan_5pulse_EIS_0dC;3.61136;0.00000;-1.45002;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.61275;140.00537;-13.99201;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01009;0.07179;140.70280;-5.70714;-10.00000;-10.00000;-7.91299;
6/9/2017 3:29:09 PM;51;EIS;54:49:40.829;00:20:36.715;5;1;Pan_5pulse_EIS_0dC;3.61201;0.00000;-1.45002;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.61360;141.60737;-15.72209;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01261;0.07107;142.47748;-6.33537;-10.00000;-10.00000;-7.91299;
6/9/2017 3:33:52 PM;51;EIS;54:54:24.143;00:25:20.029;5;1;Pan_5pulse_EIS_0dC;3.61201;0.00000;-1.45002;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.61411;143.84134;-18.15914;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01776;0.07020;144.98305;-7.19520;-10.00000;-10.00000;-7.91299;
6/9/2017 3:40:09 PM;51;EIS;55:00:40.912;00:31:36.798;5;1;Pan_5pulse_EIS_0dC;3.61265;0.00000;-1.45002;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.61448;146.32230;-21.16953;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01954;0.06896;147.84574;-8.23228;-10.00000;-10.00000;-7.91299;
6/9/2017 3:48:31 PM;51;EIS;55:09:03.031;00:39:58.917;5;1;Pan_5pulse_EIS_0dC;3.61394;0.00000;-1.45002;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.61521;149.54618;-24.86402;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02522;0.06763;151.59907;-9.43982;-10.00000;-10.00000;-7.91299;
6/9/2017 3:59:41 PM;51;EIS;55:20:12.878;00:51:08.764;5;1;Pan_5pulse_EIS_0dC;3.61458;0.00000;-1.45002;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.61591;153.35429;-29.20495;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02984;0.06597;156.11043;-10.78236;-10.00000;-10.00000;-7.91299;
6/9/2017 4:14:32 PM;51;EIS;55:35:04.241;01:06:00.127;5;1;Pan_5pulse_EIS_0dC;3.61458;0.00000;-1.45002;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.61690;158.33163;-34.41300;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03825;0.06408;162.02827;-12.26238;-10.00000;-10.00000;-7.91299;
6/9/2017 4:34:19 PM;51;EIS;55:54:50.763;01:25:46.649;5;1;Pan_5pulse_EIS_0dC;3.61522;0.00000;-1.45002;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.61757;164.07105;-40.09797;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04203;0.06170;168.89985;-13.73354;-10.00000;-10.00000;-7.90179;
6/9/2017 5:00:43 PM;51;EIS;56:21:14.868;01:52:10.754;5;1;Pan_5pulse_EIS_0dC;3.61651;0.00000;-1.45002;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.61819;171.27249;-46.71534;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05098;0.05920;177.52912;-15.25657;-10.00000;-10.00000;-7.91299;
6/9/2017 5:35:52 PM;51;EIS;56:56:24.113;02:27:19.999;5;1;Pan_5pulse_EIS_0dC;3.61715;0.00000;-1.45002;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.61888;179.29405;-53.64696;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05098;0.05636;187.14794;-16.65782;-10.00000;-10.00000;-7.91299;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/7/2017 8:39:18 AM
End Time;1/2/1970
Test section;EIS00002
Comment;
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/8/2017 7:38:40 PM;42;EIS;34:59:12.943;00:00:21.261;2;1;Pan_5pulse_EIS_0dC;4.02442;0.00000;-0.14500;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.02556;26.92973;7.37360;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99257;0.35549;27.92097;15.31279;-10.00000;-10.00000;-7.52071;
6/8/2017 7:38:51 PM;42;EIS;34:59:23.446;00:00:31.764;2;1;Pan_5pulse_EIS_0dC;4.02442;0.00000;-0.14500;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.02676;26.72238;5.20089;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97351;0.35760;27.22379;11.01360;-10.00000;-10.00000;-7.30775;
6/8/2017 7:39:01 PM;42;EIS;34:59:34.020;00:00:42.338;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.02685;26.68449;3.21460;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98619;0.36692;26.87741;6.86915;-10.00000;-10.00000;-7.49829;
6/8/2017 7:39:12 PM;42;EIS;34:59:44.627;00:00:52.945;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.02696;26.85192;1.41631;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99965;0.37176;26.88925;3.01929;-10.00000;-10.00000;-7.52071;
6/8/2017 7:39:23 PM;42;EIS;34:59:55.266;00:01:03.584;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.02889;27.19582;-0.05404;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99965;0.37172;27.19588;-0.11385;-10.00000;-10.00000;-7.50950;
6/8/2017 7:39:33 PM;42;EIS;35:00:05.992;00:01:14.310;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.02717;27.64771;-1.23286;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01737;0.36761;27.67519;-2.55322;-10.00000;-10.00000;-7.50950;
6/8/2017 7:39:44 PM;42;EIS;35:00:16.784;00:01:25.102;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.02723;28.25583;-2.35315;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02423;0.36123;28.35364;-4.76061;-10.00000;-10.00000;-7.52071;
6/8/2017 7:39:55 PM;42;EIS;35:00:27.623;00:01:35.941;2;1;Pan_5pulse_EIS_0dC;4.02506;0.00000;-0.14500;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.01969;28.96524;-3.33810;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02423;0.35269;29.15696;-6.57405;-10.00000;-10.00000;-7.52071;
6/8/2017 7:40:06 PM;42;EIS;35:00:38.611;00:01:46.929;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.02743;29.78250;-4.25408;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03164;0.34291;30.08479;-8.12905;-10.00000;-10.00000;-7.52071;
6/8/2017 7:40:17 PM;42;EIS;35:00:49.746;00:01:58.064;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;4.02752;30.71165;-5.12404;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03483;0.33235;31.13617;-9.47218;-10.00000;-10.00000;-7.52071;
6/8/2017 7:40:29 PM;42;EIS;35:01:01.121;00:02:09.439;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;4.02761;31.78844;-5.98876;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03877;0.32113;32.34764;-10.66914;-10.00000;-10.00000;-7.52071;
6/8/2017 7:40:40 PM;42;EIS;35:01:12.857;00:02:21.175;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;4.02773;32.97539;-6.83011;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04090;0.30910;33.67531;-11.70207;-10.00000;-10.00000;-7.50950;
6/8/2017 7:40:52 PM;42;EIS;35:01:24.975;00:02:33.293;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;4.02786;34.31808;-7.67678;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04504;0.29717;35.16623;-12.60919;-10.00000;-10.00000;-7.50950;
6/8/2017 7:41:04 PM;42;EIS;35:01:36.534;00:02:44.852;2;1;Pan_5pulse_EIS_0dC;4.02571;0.00000;-0.14500;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;4.03544;35.79706;-8.51709;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04586;0.28423;36.79634;-13.38338;-10.00000;-10.00000;-7.50950;
