Measurement ID;3914
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00007
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
6/29/2017 10:23:46 PM;59;EIS;37:11:16.876;00:06:40.063;2;1;Pan_5pulse_EIS_0dC;3.44151;0.00000;-2.17502;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.43576;150.74967;-90.90751;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08846;0.06183;176.03874;-31.09150;-20.00000;-20.00000;-17.37272;
6/29/2017 10:23:57 PM;59;EIS;37:11:27.242;00:06:50.429;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.43542;161.69287;-106.37326;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.09922;0.05679;193.54549;-33.33981;-20.00000;-20.00000;-17.37272;
6/29/2017 10:24:10 PM;59;EIS;37:11:40.892;00:07:04.079;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.43584;177.77731;-125.50394;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.12477;0.05169;217.61436;-35.22062;-20.00000;-20.00000;-17.36151;
6/29/2017 10:24:28 PM;59;EIS;37:11:58.837;00:07:22.024;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.43744;197.77746;-147.81131;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.13429;0.04594;246.90911;-36.77303;-20.00000;-20.00000;-17.38393;
6/29/2017 10:24:51 PM;59;EIS;37:12:21.512;00:07:44.699;2;1;Pan_5pulse_EIS_0dC;3.44022;0.00000;-2.17502;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.43836;224.63053;-172.60736;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14711;0.04049;283.28815;-37.53888;-20.00000;-20.00000;-17.37272;
6/29/2017 10:25:21 PM;59;EIS;37:12:51.578;00:08:14.765;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.43718;262.30150;-197.71346;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14711;0.03529;328.47023;-37.00768;-20.00000;-20.00000;-17.37272;
6/29/2017 10:26:00 PM;59;EIS;37:13:30.595;00:08:53.782;2;1;Pan_5pulse_EIS_0dC;3.44022;0.00000;-2.17502;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.43841;307.14592;-219.82723;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.15044;0.03046;377.70707;-35.59166;-20.00000;-20.00000;-17.37272;
6/29/2017 10:26:52 PM;59;EIS;37:14:22.489;00:09:45.676;2;1;Pan_5pulse_EIS_0dC;3.44086;0.00000;-2.17502;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.44262;363.18606;-234.94178;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.14460;0.02646;432.55260;-32.89846;-20.00000;-20.00000;-17.37272;
6/29/2017 10:28:00 PM;59;EIS;37:15:30.544;00:10:53.731;2;1;Pan_5pulse_EIS_0dC;3.44151;0.00000;-2.17502;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.44292;420.96347;-240.44056;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.12083;0.02312;484.79058;-29.73359;-20.00000;-20.00000;-17.38393;
6/29/2017 10:29:30 PM;59;EIS;37:17:01.093;00:12:24.280;2;1;Pan_5pulse_EIS_0dC;3.44279;0.00000;-2.17502;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.44271;482.42798;-235.29449;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.10731;0.02063;536.74972;-25.99987;-20.00000;-20.00000;-17.37272;
6/29/2017 10:31:31 PM;59;EIS;37:19:01.826;00:14:25.013;2;1;Pan_5pulse_EIS_0dC;3.44408;0.00000;-2.17502;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.44587;536.54498;-220.76215;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08018;0.01862;580.18656;-22.36478;-20.00000;-20.00000;-17.37272;
6/29/2017 10:34:11 PM;59;EIS;37:21:41.672;00:17:04.859;2;1;Pan_5pulse_EIS_0dC;3.44537;0.00000;-2.17502;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.44701;581.73919;-201.12422;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05996;0.01722;615.52533;-19.07176;-20.00000;-20.00000;-17.37272;
6/29/2017 10:37:44 PM;59;EIS;37:25:14.641;00:20:37.828;2;1;Pan_5pulse_EIS_0dC;3.44730;0.00000;-2.17502;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.44809;620.20069;-177.96075;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04978;0.01627;645.22781;-16.01033;-20.00000;-20.00000;-17.37272;
6/29/2017 10:42:27 PM;59;EIS;37:29:57.981;00:25:21.168;2;1;Pan_5pulse_EIS_0dC;3.44923;0.00000;-2.17502;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.45072;649.19817;-156.96806;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03471;0.01549;667.90511;-13.59254;-20.00000;-20.00000;-17.37272;
6/29/2017 10:48:44 PM;59;EIS;37:36:14.739;00:31:37.926;2;1;Pan_5pulse_EIS_0dC;3.45116;0.00000;-2.17502;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.45316;672.84060;-138.84869;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02729;0.01495;687.01778;-11.65999;-20.00000;-20.00000;-17.37272;
6/29/2017 10:57:06 PM;59;EIS;37:44:36.879;00:40:00.066;2;1;Pan_5pulse_EIS_0dC;3.45438;0.00000;-2.17502;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.45548;688.68965;-123.62333;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01955;0.01457;699.69719;-10.17651;-20.00000;-20.00000;-17.58568;
6/29/2017 11:08:16 PM;59;EIS;37:55:46.806;00:51:09.993;2;1;Pan_5pulse_EIS_0dC;3.45695;0.00000;-2.17502;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.45851;700.34379;-112.68422;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01955;0.01428;709.35122;-9.14046;-20.00000;-20.00000;-17.36151;
6/29/2017 11:23:08 PM;59;EIS;38:10:38.321;01:06:01.508;2;1;Pan_5pulse_EIS_0dC;3.46017;0.00000;-2.17502;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.46186;711.90077;-105.98022;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01398;0.01409;719.74615;-8.46740;-20.00000;-20.00000;-17.37272;
6/29/2017 11:42:54 PM;59;EIS;38:30:24.913;01:25:48.100;2;1;Pan_5pulse_EIS_0dC;3.46403;0.00000;-2.17502;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.46543;720.76666;-103.39081;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01106;0.01389;728.14438;-8.16314;-20.00000;-20.00000;-17.37272;
6/30/2017 12:09:18 AM;59;EIS;38:56:49.020;01:52:12.207;2;1;Pan_5pulse_EIS_0dC;3.46789;0.00000;-2.17502;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.46936;730.38858;-104.01873;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01614;0.01377;737.75834;-8.10531;-20.00000;-20.00000;-17.36151;
6/30/2017 12:44:28 AM;59;EIS;39:31:58.354;02:27:21.541;2;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.17502;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.47320;738.72638;-107.33722;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01108;0.01354;746.48372;-8.26724;-20.00000;-20.00000;-17.37272;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;6/28/2017 9:12:23 AM
End Time;6/30/2017 5:53:32 AM
Test section;EIS00009
Comment;-20degC EIS
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
6/29/2017 6:37:25 PM;59;EIS;33:24:55.943;00:00:21.426;1;1;Pan_5pulse_EIS_0dC;3.46853;0.00000;-2.03001;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.47050;33.53171;6.48126;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99168;0.29037;34.15234;10.93966;-20.00000;-20.00000;-17.37272;
6/29/2017 6:37:36 PM;59;EIS;33:25:06.579;00:00:32.062;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.47162;33.46520;4.34750;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98679;0.29241;33.74642;7.40190;-20.00000;-20.00000;-17.37272;
6/29/2017 6:37:46 PM;59;EIS;33:25:17.357;00:00:42.840;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.47084;33.56551;2.38738;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99623;0.29605;33.65031;4.06837;-20.00000;-20.00000;-17.37272;
6/29/2017 6:37:57 PM;59;EIS;33:25:28.076;00:00:53.559;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.47404;33.87428;0.59972;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00622;0.29700;33.87959;1.01428;-20.00000;-20.00000;-17.37272;
6/29/2017 6:38:08 PM;59;EIS;33:25:38.879;00:01:04.362;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.47415;34.34622;-0.86958;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01372;0.29505;34.35723;-1.45030;-20.00000;-20.00000;-17.36151;
6/29/2017 6:38:19 PM;59;EIS;33:25:49.577;00:01:15.060;1;1;Pan_5pulse_EIS_0dC;3.46917;0.00000;-2.03001;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.47103;34.90864;-2.06179;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01754;0.29098;34.96948;-3.38011;-20.00000;-20.00000;-17.36151;
6/29/2017 6:38:29 PM;59;EIS;33:26:00.303;00:01:25.786;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.46656;35.63272;-3.21451;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01754;0.28593;35.77742;-5.15482;-20.00000;-20.00000;-17.36151;
6/29/2017 6:38:40 PM;59;EIS;33:26:11.213;00:01:36.696;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.47869;36.45635;-4.25286;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02575;0.27947;36.70357;-6.65383;-20.00000;-20.00000;-17.37272;
6/29/2017 6:38:51 PM;59;EIS;33:26:22.186;00:01:47.669;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.47132;37.39171;-5.24928;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02864;0.27243;37.75837;-7.99132;-20.00000;-20.00000;-17.36151;
6/29/2017 6:39:03 PM;59;EIS;33:26:33.396;00:01:58.879;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.47144;38.44735;-6.23423;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03151;0.26483;38.94951;-9.21034;-20.00000;-20.00000;-17.37272;
6/29/2017 6:39:14 PM;59;EIS;33:26:44.866;00:02:10.349;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.47893;39.65706;-7.25648;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03493;0.25671;40.31549;-10.36931;-20.00000;-20.00000;-17.37272;
6/29/2017 6:39:26 PM;59;EIS;33:26:56.669;00:02:22.152;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.46168;40.98656;-8.30160;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03705;0.24799;41.81883;-11.45004;-20.00000;-20.00000;-17.37272;
6/29/2017 6:39:38 PM;59;EIS;33:27:08.930;00:02:34.413;1;1;Pan_5pulse_EIS_0dC;3.46982;0.00000;-2.03001;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.48207;42.49853;-9.41952;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04188;0.23935;43.52990;-12.49721;-20.00000;-20.00000;-17.37272;
6/29/2017 6:39:50 PM;59;EIS;33:27:20.557;00:02:46.040;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.47187;44.19227;-10.60811;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04345;0.22959;45.44765;-13.49814;-20.00000;-20.00000;-17.37272;
6/29/2017 6:40:02 PM;59;EIS;33:27:32.606;00:02:58.089;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.46770;46.10921;-11.88162;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04734;0.21996;47.61547;-14.44987;-20.00000;-20.00000;-17.37272;
6/29/2017 6:40:13 PM;59;EIS;33:27:44.217;00:03:09.700;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.48068;48.24365;-13.24299;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05088;0.21006;50.02826;-15.34973;-20.00000;-20.00000;-17.36151;
6/29/2017 6:40:25 PM;59;EIS;33:27:56.161;00:03:21.644;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.46212;50.58264;-14.70727;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05332;0.19996;52.67739;-16.21217;-20.00000;-20.00000;-17.36151;
6/29/2017 6:40:37 PM;59;EIS;33:28:07.488;00:03:32.971;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.47162;53.17256;-16.29320;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05567;0.18982;55.61285;-17.03618;-20.00000;-20.00000;-17.37272;
6/29/2017 6:40:48 PM;59;EIS;33:28:19.166;00:03:44.649;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.47240;56.00490;-18.02812;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05769;0.17977;58.83504;-17.84350;-20.00000;-20.00000;-17.37272;
6/29/2017 6:41:00 PM;59;EIS;33:28:31.357;00:03:56.840;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.47146;59.11628;-19.93702;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05969;0.16986;62.38765;-18.63673;-20.00000;-20.00000;-17.36151;
6/29/2017 6:41:12 PM;59;EIS;33:28:42.923;00:04:08.406;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.46213;62.56319;-22.06275;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06422;0.16042;66.33941;-19.42507;-20.00000;-20.00000;-17.37272;
6/29/2017 6:41:24 PM;59;EIS;33:28:54.846;00:04:20.329;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.46501;66.37796;-24.43215;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06586;0.15069;70.73163;-20.20747;-20.00000;-20.00000;-17.37272;
6/29/2017 6:41:36 PM;59;EIS;33:29:06.461;00:04:31.944;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.46833;70.56053;-27.00837;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06843;0.14141;75.55290;-20.94529;-20.00000;-20.00000;-17.36151;
6/29/2017 6:41:47 PM;59;EIS;33:29:18.227;00:04:43.710;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.47761;75.24484;-29.90938;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07192;0.13238;80.97134;-21.67753;-20.00000;-20.00000;-17.36151;
6/29/2017 6:42:00 PM;59;EIS;33:29:30.403;00:04:55.886;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.46409;80.35412;-33.07338;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07192;0.12344;86.89437;-22.37184;-20.00000;-20.00000;-17.36151;
6/29/2017 6:42:11 PM;59;EIS;33:29:42.089;00:05:07.572;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.47647;86.01377;-36.58609;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07630;0.11515;93.47144;-23.04255;-20.00000;-20.00000;-17.36151;
6/29/2017 6:42:23 PM;59;EIS;33:29:54.170;00:05:19.653;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.47298;92.32597;-40.47504;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07848;0.10698;100.80830;-23.67230;-20.00000;-20.00000;-17.36151;
6/29/2017 6:42:35 PM;59;EIS;33:30:05.511;00:05:30.994;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.47393;99.15484;-44.67174;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07874;0.09919;108.75315;-24.25276;-20.00000;-20.00000;-17.36151;
6/29/2017 6:42:46 PM;59;EIS;33:30:17.347;00:05:42.830;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.47295;106.45009;-49.22945;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07850;0.09196;117.28240;-24.81890;-20.00000;-20.00000;-17.35030;
6/29/2017 6:42:58 PM;59;EIS;33:30:28.620;00:05:54.103;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.46503;114.22702;-54.43846;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07877;0.08525;126.53599;-25.48160;-20.00000;-20.00000;-17.35030;
6/29/2017 6:43:10 PM;59;EIS;33:30:40.515;00:06:05.998;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.46525;122.48548;-60.44244;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07952;0.07904;136.58690;-26.26478;-20.00000;-20.00000;-17.36151;
6/29/2017 6:43:22 PM;59;EIS;33:30:52.595;00:06:18.078;1;1;Pan_5pulse_EIS_0dC;3.47110;0.00000;-2.03001;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.46782;131.02128;-67.88802;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08007;0.07319;147.56476;-27.39071;-20.00000;-20.00000;-17.37272;
6/29/2017 6:43:33 PM;59;EIS;33:31:04.189;00:06:29.672;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.46651;140.21555;-77.20126;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08411;0.06773;160.06384;-28.83674;-20.00000;-20.00000;-17.36151;
6/29/2017 6:43:44 PM;59;EIS;33:31:14.961;00:06:40.444;1;1;Pan_5pulse_EIS_0dC;3.47046;0.00000;-2.03001;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.46619;150.26110;-88.73805;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.09075;0.06250;174.50743;-30.56436;-20.00000;-20.00000;-17.36151;
