Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00010
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
5/5/2017 11:32:19 PM;53;EIS;39:13:13.746;00:02:26.242;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.46078;26.39671;-3.02872;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02482;0.38571;26.56990;-6.54541;0.00000;0.00000;12.21695;
5/5/2017 11:32:31 PM;53;EIS;39:13:26.107;00:02:38.603;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.45865;27.04817;-3.33324;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02651;0.37666;27.25278;-7.02533;0.00000;0.00000;12.20574;
5/5/2017 11:32:43 PM;53;EIS;39:13:38.369;00:02:50.865;3;1;Pan_5pulse_EISSOC;3.44923;0.00000;-2.32001;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.45823;27.72583;-3.61198;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02543;0.36675;27.96011;-7.42239;0.00000;0.00000;12.21695;
5/5/2017 11:32:56 PM;53;EIS;39:13:50.584;00:03:03.080;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.44707;28.44293;-3.87280;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02633;0.35754;28.70538;-7.75373;0.00000;0.00000;12.20574;
5/5/2017 11:33:07 PM;53;EIS;39:14:02.316;00:03:14.812;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.44208;29.19574;-4.12449;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02633;0.34839;29.48563;-8.04098;0.00000;0.00000;12.20574;
5/5/2017 11:33:20 PM;53;EIS;39:14:14.749;00:03:27.245;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.46159;29.98214;-4.37424;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02811;0.33931;30.29955;-8.30060;0.00000;0.00000;12.20574;
5/5/2017 11:33:31 PM;53;EIS;39:14:26.360;00:03:38.856;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.45162;30.81183;-4.61334;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02814;0.33001;31.15529;-8.51543;0.00000;0.00000;12.20574;
5/5/2017 11:33:44 PM;53;EIS;39:14:38.402;00:03:50.898;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.45734;31.65710;-4.84613;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02759;0.32086;32.02588;-8.70338;0.00000;0.00000;12.20574;
5/5/2017 11:33:56 PM;53;EIS;39:14:50.688;00:04:03.184;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.46188;32.50675;-5.08219;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02684;0.31209;32.90163;-8.88585;0.00000;0.00000;12.20574;
5/5/2017 11:34:08 PM;53;EIS;39:15:02.564;00:04:15.060;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.46094;33.34860;-5.34872;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02735;0.30418;33.77481;-9.11195;0.00000;0.00000;12.21695;
5/5/2017 11:34:20 PM;53;EIS;39:15:14.761;00:04:27.257;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.45007;34.18050;-5.69216;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02573;0.29602;34.65122;-9.45484;0.00000;0.00000;12.21695;
5/5/2017 11:34:32 PM;53;EIS;39:15:26.460;00:04:38.956;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.45176;35.01471;-6.15140;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02603;0.28861;35.55094;-9.96407;0.00000;0.00000;12.21695;
5/5/2017 11:34:44 PM;53;EIS;39:15:38.434;00:04:50.930;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.45181;35.90495;-6.79558;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02816;0.28136;36.54238;-10.71736;0.00000;0.00000;12.00399;
5/5/2017 11:34:56 PM;53;EIS;39:15:50.861;00:05:03.357;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.45184;36.86829;-7.63407;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02994;0.27355;37.65036;-11.69853;0.00000;0.00000;12.20574;
5/5/2017 11:35:08 PM;53;EIS;39:16:02.670;00:05:15.166;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.45903;38.01357;-8.70883;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03617;0.26570;38.99840;-12.90366;0.00000;0.00000;12.21695;
5/5/2017 11:35:20 PM;53;EIS;39:16:15.046;00:05:27.542;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.45214;39.46074;-10.02513;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04402;0.25642;40.71429;-14.25461;0.00000;0.00000;12.21695;
5/5/2017 11:35:32 PM;53;EIS;39:16:26.782;00:05:39.278;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.45186;41.28400;-11.50761;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05265;0.24562;42.85783;-15.57542;0.00000;0.00000;12.00399;
5/5/2017 11:35:44 PM;53;EIS;39:16:39.249;00:05:51.745;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.44191;43.59458;-13.04312;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06176;0.23333;45.50396;-16.65672;0.00000;0.00000;12.00399;
5/5/2017 11:35:56 PM;53;EIS;39:16:50.720;00:06:03.216;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.45185;46.45814;-14.47900;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06939;0.21976;48.66210;-17.31001;0.00000;0.00000;12.01520;
5/5/2017 11:36:08 PM;53;EIS;39:17:02.932;00:06:15.428;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.44127;49.81277;-15.51510;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07211;0.20549;52.17308;-17.30015;0.00000;0.00000;12.21695;
5/5/2017 11:36:20 PM;53;EIS;39:17:15.198;00:06:27.694;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.44759;53.43639;-15.96755;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06863;0.19161;55.77106;-16.63689;0.00000;0.00000;12.21695;
5/5/2017 11:36:33 PM;53;EIS;39:17:27.448;00:06:39.944;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.44149;57.03486;-15.75044;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06080;0.17928;59.16969;-15.43774;0.00000;0.00000;12.20574;
5/5/2017 11:36:44 PM;53;EIS;39:17:38.535;00:06:51.031;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.44145;60.23757;-14.94369;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04921;0.16905;62.06350;-13.93262;0.00000;0.00000;12.21695;
5/5/2017 11:36:54 PM;53;EIS;39:17:49.147;00:07:01.643;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.44717;62.98963;-13.78267;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03882;0.16111;64.47988;-12.34229;0.00000;0.00000;12.20574;
5/5/2017 11:37:09 PM;53;EIS;39:18:03.479;00:07:15.975;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.44681;65.74840;-12.44465;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03810;0.15514;66.91578;-10.71797;0.00000;0.00000;12.20574;
5/5/2017 11:37:27 PM;53;EIS;39:18:21.673;00:07:34.169;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.44739;67.89257;-11.14864;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02811;0.14943;68.80184;-9.32532;0.00000;0.00000;12.20574;
5/5/2017 11:37:50 PM;53;EIS;39:18:44.555;00:07:57.051;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.45183;69.65751;-10.06927;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02311;0.14537;70.38153;-8.22535;0.00000;0.00000;12.20574;
5/5/2017 11:38:20 PM;53;EIS;39:19:14.840;00:08:27.336;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.44787;71.13755;-9.22291;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01867;0.14201;71.73293;-7.38714;0.00000;0.00000;12.21695;
5/5/2017 11:38:59 PM;53;EIS;39:19:54.029;00:09:06.525;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.45053;72.29382;-8.70321;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01532;0.13944;72.81581;-6.86461;0.00000;0.00000;12.21695;
5/5/2017 11:39:51 PM;53;EIS;39:20:46.191;00:09:58.687;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.45031;73.40779;-8.51114;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01500;0.13735;73.89955;-6.61353;0.00000;0.00000;12.21695;
5/5/2017 11:41:00 PM;53;EIS;39:21:54.852;00:11:07.348;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.45118;74.38684;-8.69694;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01332;0.13530;74.89352;-6.66846;0.00000;0.00000;12.20574;
5/5/2017 11:42:31 PM;53;EIS;39:23:25.659;00:12:38.155;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.45062;75.43585;-9.19393;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01455;0.13350;75.99405;-6.94879;0.00000;0.00000;12.20574;
5/5/2017 11:44:32 PM;53;EIS;39:25:26.640;00:14:39.136;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.45141;76.57398;-10.03012;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01697;0.13168;77.22809;-7.46246;0.00000;0.00000;12.00399;
5/5/2017 11:47:12 PM;53;EIS;39:28:06.900;00:17:19.396;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.45147;77.82553;-11.23641;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01763;0.12942;78.63250;-8.21556;0.00000;0.00000;12.00399;
5/5/2017 11:50:45 PM;53;EIS;39:31:40.208;00:20:52.704;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.45165;79.27530;-12.81039;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02134;0.12718;80.30367;-9.17929;0.00000;0.00000;12.00399;
5/5/2017 11:55:29 PM;53;EIS;39:36:24.116;00:25:36.612;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.45173;81.01020;-14.78445;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02531;0.12451;82.34824;-10.34272;0.00000;0.00000;12.00399;
5/6/2017 12:01:46 AM;53;EIS;39:42:41.345;00:31:53.841;3;1;Pan_5pulse_EISSOC;3.44987;0.00000;-2.32001;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.45221;83.10866;-17.09518;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03059;0.12146;84.84866;-11.62343;0.00000;0.00000;12.00399;
5/6/2017 12:10:09 AM;53;EIS;39:51:03.864;00:40:16.360;3;1;Pan_5pulse_EISSOC;3.45051;0.00000;-2.32001;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.45208;85.59162;-19.88305;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03547;0.11784;87.87071;-13.07793;0.00000;0.00000;12.00399;
5/6/2017 12:21:19 AM;53;EIS;40:02:13.915;00:51:26.411;3;1;Pan_5pulse_EISSOC;3.45051;0.00000;-2.32001;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.45222;88.47377;-23.05827;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04069;0.11383;91.42917;-14.60763;0.00000;0.00000;12.20574;
5/6/2017 12:36:11 AM;53;EIS;40:17:05.488;01:06:17.984;3;1;Pan_5pulse_EISSOC;3.45051;0.00000;-2.32001;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.45251;91.80802;-26.44975;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04500;0.10938;95.54215;-16.07161;0.00000;0.00000;11.99278;
5/6/2017 12:55:58 AM;53;EIS;40:36:52.584;01:26:05.080;3;1;Pan_5pulse_EISSOC;3.45051;0.00000;-2.32001;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.45272;95.42582;-30.49675;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04827;0.10464;100.18053;-17.72315;0.00000;0.00000;11.99278;
5/6/2017 1:22:22 AM;53;EIS;41:03:17.313;01:52:29.809;3;1;Pan_5pulse_EISSOC;3.45116;0.00000;-2.32001;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.45303;99.41915;-35.24718;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05283;0.09981;105.48237;-19.52100;0.00000;0.00000;11.99278;
5/6/2017 1:57:32 AM;53;EIS;41:38:26.917;02:27:39.413;3;1;Pan_5pulse_EISSOC;3.45116;0.00000;-2.32001;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.45329;103.25456;-40.87750;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05283;0.09482;111.05167;-21.59814;0.00000;0.00000;11.98157;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00002
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/4/2017 12:59:46 PM;37;EIS;04:40:42.703;00:00:21.798;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;4.09699;22.11028;7.97838;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99942;0.42518;23.50573;19.84172;0.00000;0.00000;12.42990;
5/4/2017 12:59:57 PM;37;EIS;04:40:53.672;00:00:32.767;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;4.09586;21.77852;5.92938;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95896;0.42486;22.57126;15.23009;0.00000;0.00000;12.41869;
5/4/2017 1:00:08 PM;37;EIS;04:41:04.695;00:00:43.790;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;4.09787;21.61260;4.08953;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97353;0.44259;21.99611;10.71482;0.00000;0.00000;12.21695;
5/4/2017 1:00:19 PM;37;EIS;04:41:15.734;00:00:54.829;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;4.09593;21.62875;2.46494;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98903;0.45434;21.76876;6.50171;0.00000;0.00000;12.41869;
5/4/2017 1:00:30 PM;37;EIS;04:41:26.763;00:01:05.858;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;4.09285;21.80127;1.18676;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00259;0.45920;21.83354;3.11584;0.00000;0.00000;12.21695;
5/4/2017 1:00:41 PM;37;EIS;04:41:37.736;00:01:16.831;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;4.10097;22.07002;0.21273;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01068;0.45792;22.07104;0.55224;0.00000;0.00000;12.40748;
5/4/2017 1:00:53 PM;37;EIS;04:41:49.265;00:01:28.360;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;4.09606;22.44813;-0.65156;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01732;0.45300;22.45759;-1.66255;0.00000;0.00000;12.41869;
5/4/2017 1:01:04 PM;37;EIS;04:42:00.433;00:01:39.528;2;1;Pan_5pulse_EISSOC;4.09326;0.00000;-0.14501;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;4.09608;22.89158;-1.34675;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02103;0.44526;22.93116;-3.36694;0.00000;0.00000;12.41869;
5/4/2017 1:01:15 PM;37;EIS;04:42:11.768;00:01:50.863;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;4.09468;23.39508;-1.92858;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02362;0.43606;23.47444;-4.71253;0.00000;0.00000;12.21695;
5/4/2017 1:01:27 PM;37;EIS;04:42:23.290;00:02:02.385;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;4.08700;23.94867;-2.41690;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02526;0.42594;24.07032;-5.76279;0.00000;0.00000;12.41869;
5/4/2017 1:01:38 PM;37;EIS;04:42:35.034;00:02:14.129;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;4.09617;24.55908;-2.84500;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02696;0.41538;24.72331;-6.60787;0.00000;0.00000;12.41869;
5/4/2017 1:01:50 PM;37;EIS;04:42:47.043;00:02:26.138;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;4.09763;25.19799;-3.21358;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02732;0.40443;25.40208;-7.26789;0.00000;0.00000;12.21695;
5/4/2017 1:02:03 PM;37;EIS;04:42:59.399;00:02:38.494;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;4.08835;25.88371;-3.54866;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02930;0.39398;26.12583;-7.80658;0.00000;0.00000;12.21695;
5/4/2017 1:02:15 PM;37;EIS;04:43:11.271;00:02:50.366;2;1;Pan_5pulse_EISSOC;4.09391;0.00000;-0.14501;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;4.10313;26.60121;-3.86098;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02833;0.38256;26.87995;-8.25841;0.00000;0.00000;12.21695;
